age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income
48,Self-emp-inc,180847,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,7375,-1,34,India,>50K
20,Private,618504,Some-college,10,Never-married,Sales,Own-child,White,Male,2,0,40,United-States,<=50K
49,Self-emp-not-inc,87301,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Male,1,-1,44,United-States,<=50K
45,Private,153149,9th,4,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,-21,0,56,Cambodia,<=50K
47,?,169480,HS-grad,9,Divorced,?,Not-in-family,White,Female,7,0,15,United-States,<=50K
25,Private,179949,12th,9,Widowed,Sales,Not-in-family,White,Female,-23,0,40,United-States,<=50K
23,Private,306121,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,-25,0,36,United-States,<=50K
41,Private,60317,Bachelors,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,19,0,40,South,>50K
36,Private,332500,HS-grad,9,Married-civ-spouse,Farming-fishing,Own-child,Black,Male,-1,0,40,United-States,<=50K
20,Self-emp-not-inc,640527,Some-college,7,Never-married,Priv-house-serv,Own-child,White,Female,-7,0,30,France,<=50K
43,Private,345841,HS-grad,9,Divorced,Craft-repair,Wife,White,Male,-5,0,40,United-States,<=50K
48,Local-gov,171966,HS-grad,9,Married-civ-spouse,Protective-serv,Unmarried,Black,Male,-31,0,40,United-States,>50K
29,Private,89507,HS-grad,9,Married-spouse-absent,Other-service,Own-child,White,Male,-38,-1,40,United-States,<=50K
46,Private,147727,Some-college,10,Never-married,Adm-clerical,Other-relative,Black,Female,-7,-1,40,United-States,<=50K
41,State-gov,119684,Assoc-acdm,13,Married-civ-spouse,Other-service,Unmarried,Amer-Indian-Eskimo,Female,3,-1,30,United-States,<=50K
43,Private,215895,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-5,-1,40,United-States,<=50K
19,Private,221407,HS-grad,10,Never-married,Adm-clerical,Own-child,Black,Female,-14,-1,23,United-States,<=50K
20,Private,44895,11th,8,Married-civ-spouse,Farming-fishing,Husband,White,Male,11,-1,50,United-States,<=50K
31,Private,114478,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-8,0,40,Mexico,<=50K
51,Local-gov,104231,Bachelors,13,Married-spouse-absent,Prof-specialty,Not-in-family,Amer-Indian-Eskimo,Male,-34,0,50,United-States,<=50K
35,Federal-gov,62368,Assoc-acdm,12,Never-married,Adm-clerical,Unmarried,White,Female,7,1,44,United-States,>50K
17,Local-gov,42700,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,10,-1,36,United-States,<=50K
47,Private,165395,Bachelors,13,Separated,Adm-clerical,Unmarried,Black,Female,-44,0,60,United-States,<=50K
31,Private,116448,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,Black,Male,7,1,58,United-States,>50K
55,Private,246788,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Unmarried,Black,Male,-43,0,40,United-States,<=50K
73,?,152056,5th-6th,10,Married-civ-spouse,?,Husband,Asian-Pac-Islander,Male,-30,0,40,Dominican-Republic,<=50K
62,Self-emp-inc,209235,Some-college,10,Widowed,Priv-house-serv,Not-in-family,Black,Female,-9,0,31,United-States,<=50K
26,Private,385001,Some-college,10,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,36,-1,30,England,<=50K
50,Private,109069,Masters,14,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,-23,1,40,Poland,>50K
66,?,253817,Prof-school,9,Never-married,?,Not-in-family,White,Male,3051,-2,57,United-States,<=50K
43,Local-gov,291386,HS-grad,9,Married-spouse-absent,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Male,-40,0,40,Guatemala,>50K
42,Private,103711,Assoc-voc,11,Divorced,Exec-managerial,Unmarried,White,Male,-3,-1,40,United-States,<=50K
23,Private,212796,Some-college,10,Never-married,Adm-clerical,Other-relative,White,Male,-25,0,45,United-States,<=50K
30,Private,38000,Assoc-voc,11,Separated,Adm-clerical,Unmarried,Black,Male,8,0,40,United-States,<=50K
24,Private,143102,Assoc-acdm,12,Never-married,Adm-clerical,Other-relative,White,Female,-24,0,36,United-States,<=50K
57,?,164871,HS-grad,9,Divorced,?,Not-in-family,White,Male,3275,0,35,United-States,<=50K
45,Private,202385,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,-35,-1,40,United-States,<=50K
45,Self-emp-not-inc,33059,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,-7,-1,84,United-States,<=50K
24,Private,254511,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Black,Male,-45,0,30,United-States,<=50K
51,Private,179491,HS-grad,9,Divorced,Craft-repair,Not-in-family,Black,Male,-2,-1,40,United-States,<=50K
23,Private,189405,Bachelors,13,Never-married,Sales,Unmarried,White,Female,-11,0,49,United-States,<=50K
48,Private,159255,1st-4th,2,Never-married,Farming-fishing,Not-in-family,White,Male,-17,-1,24,Mexico,<=50K
38,Self-emp-not-inc,337077,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,Black,Male,-5,-1,40,United-States,>50K
48,Private,182884,Assoc-voc,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,-33,-1,40,United-States,<=50K
25,Private,179608,Some-college,10,Divorced,Adm-clerical,Own-child,Black,Male,2270,-1,19,United-States,<=50K
55,Federal-gov,33465,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,-13,0,40,United-States,>50K
26,Private,360925,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,-7,0,40,United-States,<=50K
45,Private,190602,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,-28,1,40,United-States,>50K
47,Private,117670,Assoc-acdm,10,Never-married,Tech-support,Not-in-family,Asian-Pac-Islander,Male,-16,-1,40,Cambodia,<=50K
46,Private,91660,HS-grad,4,Married-civ-spouse,Other-service,Husband,Black,Male,-16,0,65,Hong,<=50K
23,Private,377171,Masters,13,Never-married,Tech-support,Own-child,White,Female,-11,-1,40,United-States,<=50K
47,Private,127303,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,-12,0,40,United-States,>50K
61,Private,175874,HS-grad,9,Widowed,Exec-managerial,Unmarried,White,Female,-9,-1,21,United-States,<=50K
37,?,126504,5th-6th,3,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,-30,1,40,Laos,<=50K
55,Private,192924,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,5,1741,40,Puerto-Rico,<=50K
42,Private,176670,Bachelors,13,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Male,19,-1,59,India,>50K
19,Private,180765,5th-6th,3,Never-married,Farming-fishing,Own-child,White,Male,-27,1,30,Mexico,<=50K
31,Private,115938,HS-grad,9,Separated,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Male,-27,-1,40,South,<=50K
52,Private,297654,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,-7,0,40,United-States,>50K
45,Private,165716,HS-grad,7,Never-married,Handlers-cleaners,Other-relative,White,Male,-15,0,40,United-States,<=50K
35,Private,76219,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,-3,0,40,United-States,<=50K
49,Private,63448,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Male,-10,1,40,United-States,>50K
23,Private,153142,Doctorate,5,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,-6,-1,30,China,<=50K
48,Private,110495,Masters,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Female,-20,1896,44,China,>50K
53,Private,158063,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,20,-1,20,United-States,<=50K
46,Federal-gov,98657,Doctorate,15,Never-married,Prof-specialty,Not-in-family,White,Male,-25,0,35,United-States,>50K
36,Private,256194,Some-college,10,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Male,13,-1,40,Portugal,<=50K
45,Self-emp-inc,35174,Prof-school,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,33,1,71,United-States,>50K
46,Private,86848,HS-grad,9,Never-married,Other-service,Own-child,White,Male,-35,-1,35,United-States,<=50K
46,Private,357461,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,5,0,31,United-States,<=50K
47,Private,193304,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,-11,0,40,United-States,>50K
47,?,74528,Bachelors,13,Married-civ-spouse,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,-11,0,30,United-States,<=50K
41,Private,348626,Some-college,10,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,3331,0,61,Ecuador,>50K
55,Local-gov,563100,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,-8,0,40,United-States,<=50K
35,Private,124706,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,3195,-1,40,Germany,>50K
40,Private,182229,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Male,4,-1,50,United-States,>50K
20,Private,166608,HS-grad,9,Married-spouse-absent,Other-service,Own-child,Black,Male,-26,1,40,United-States,<=50K
44,Private,228000,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,-20,-1,40,Columbia,<=50K
21,Private,150548,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,6,0,30,United-States,<=50K
22,?,236095,HS-grad,9,Never-married,?,Own-child,White,Female,-15,0,12,United-States,<=50K
55,Private,146348,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,1,40,United-States,>50K
36,Private,208607,HS-grad,9,Married-civ-spouse,Tech-support,Own-child,White,Male,-1,0,21,United-States,<=50K
47,Private,269187,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,-32,1,40,United-States,<=50K
25,State-gov,154145,Some-college,13,Never-married,Adm-clerical,Own-child,White,Male,2869,0,40,United-States,<=50K
54,Private,276814,Some-college,10,Separated,Other-service,Own-child,Black,Male,-15,0,19,United-States,<=50K
46,Private,94295,1st-4th,3,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,-15,0,40,Mexico,<=50K
43,Private,47098,HS-grad,9,Married-civ-spouse,Tech-support,Husband,White,Male,-35,-1,40,?,<=50K
26,Private,129515,Preschool,13,Never-married,Adm-clerical,Own-child,White,Female,-4,0,30,United-States,<=50K
43,Local-gov,77475,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,15073,0,40,United-States,>50K
22,Private,230486,HS-grad,9,Never-married,Sales,Own-child,Black,Male,-26,-1,40,United-States,<=50K
64,?,28635,1st-4th,3,Divorced,?,Not-in-family,Black,Male,3020,0,40,United-States,<=50K
43,Self-emp-not-inc,259156,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,-22,0,40,United-States,>50K
44,Private,174881,Assoc-acdm,0,Married-civ-spouse,Tech-support,Husband,White,Male,-1,-1,40,United-States,>50K
23,Local-gov,39235,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,-8,1976,59,United-States,<=50K
45,Private,313485,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Male,-29,-1,19,United-States,>50K
25,Private,46396,Some-college,10,Separated,Adm-clerical,Own-child,White,Female,2519,0,21,United-States,<=50K
49,Private,244539,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,12,0,40,Canada,<=50K
35,Self-emp-not-inc,220287,HS-grad,9,Never-married,Transport-moving,Own-child,White,Male,-23,0,21,United-States,<=50K
40,Self-emp-inc,124650,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,18,0,45,United-States,>50K
27,Private,249921,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,-13,0,50,United-States,<=50K
47,State-gov,115109,HS-grad,9,Divorced,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,-3,0,30,United-States,<=50K
16,Federal-gov,296181,Some-college,10,Never-married,Adm-clerical,Own-child,Amer-Indian-Eskimo,Male,-10,1,10,United-States,<=50K
18,Private,184713,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,-8,1,40,United-States,<=50K
53,Private,172173,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,-41,0,40,United-States,<=50K
56,Local-gov,44885,7th-8th,4,Married-civ-spouse,Other-service,Wife,White,Female,10,0,40,United-States,>50K
43,Private,182945,HS-grad,9,Never-married,Priv-house-serv,Other-relative,Black,Female,-33,0,40,Hong,<=50K
44,Private,39522,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,-20,-1,50,United-States,<=50K
56,Private,224190,HS-grad,9,Divorced,Other-service,Unmarried,Black,Female,-29,0,40,United-States,<=50K
18,Private,149483,11th,7,Never-married,Sales,Own-child,White,Male,5,0,50,United-States,<=50K
36,Private,20756,12th,8,Married-civ-spouse,Craft-repair,Husband,White,Male,-22,0,40,United-States,<=50K
40,Private,95737,Bachelors,9,Divorced,Adm-clerical,Unmarried,White,Female,-6,-1,13,Ecuador,>50K
44,?,59144,Some-college,10,Married-spouse-absent,?,Own-child,Amer-Indian-Eskimo,Male,-24,0,36,United-States,<=50K
34,Private,208816,1st-4th,2,Divorced,Other-service,Unmarried,Asian-Pac-Islander,Male,-16,0,63,Dominican-Republic,<=50K
35,Private,178368,Assoc-voc,11,Married-AF-spouse,Tech-support,Wife,White,Female,-14,-1,20,United-States,>50K
51,Private,133973,Bachelors,13,Married-civ-spouse,Sales,Wife,White,Female,-20,-1,24,France,>50K
27,Local-gov,296360,Assoc-voc,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,-53,0,40,United-States,<=50K
44,Private,267490,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,18,0,44,Canada,>50K
43,Private,107945,12th,8,Never-married,Tech-support,Own-child,White,Male,-23,-1,40,Cuba,<=50K
29,Private,221980,Masters,14,Married-civ-spouse,Exec-managerial,Wife,Asian-Pac-Islander,Female,1,0,40,Taiwan,>50K
41,Private,17767,5th-6th,15,Married-civ-spouse,Transport-moving,Husband,White,Male,-12,0,40,United-States,<=50K
46,Federal-gov,117931,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,15,-1,40,South,>50K
23,State-gov,752840,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Male,5,-1,40,United-States,<=50K
43,Private,322947,HS-grad,9,Separated,Adm-clerical,Not-in-family,Black,Male,-12,-1,23,United-States,<=50K
19,Self-emp-not-inc,381423,Some-college,10,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,4,0,21,Thailand,>50K
41,Self-emp-not-inc,186694,HS-grad,9,Divorced,Sales,Own-child,White,Female,7,0,19,United-States,<=50K
46,Private,278426,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,-19,0,35,United-States,<=50K
49,Self-emp-not-inc,56045,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,-5,0,40,United-States,>50K
48,Private,112381,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Wife,White,Male,14,-1,40,United-States,>50K
66,?,319615,9th,3,Married-civ-spouse,?,Husband,White,Male,-1,0,40,United-States,>50K
64,Self-emp-inc,422878,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,-11,0,66,United-States,<=50K
56,Federal-gov,96771,HS-grad,9,Married-civ-spouse,Transport-moving,Not-in-family,White,Male,-2,-1,40,United-States,<=50K
18,Private,50236,HS-grad,9,Never-married,Other-service,Not-in-family,Black,Female,-8,0,19,United-States,<=50K
44,Private,71836,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,-17,-1,40,Portugal,<=50K
26,Private,301370,HS-grad,9,Divorced,Exec-managerial,Unmarried,Black,Female,-10,0,36,United-States,<=50K
22,Private,275456,Bachelors,13,Never-married,Prof-specialty,Not-in-family,Black,Male,-36,-1,29,United-States,<=50K
48,Self-emp-not-inc,151854,HS-grad,9,Separated,Sales,Not-in-family,White,Male,-15,-1,23,United-States,<=50K
22,Private,185299,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,-3,0,60,United-States,>50K
77,Federal-gov,167928,Some-college,10,Widowed,Prof-specialty,Not-in-family,White,Female,-28,0,40,United-States,<=50K
27,Private,179566,HS-grad,9,Never-married,Sales,Own-child,White,Male,1,0,40,United-States,<=50K
16,Private,154787,Some-college,10,Never-married,Transport-moving,Not-in-family,White,Male,-20,-1,21,United-States,<=50K
38,Self-emp-not-inc,188468,HS-grad,9,Married-spouse-absent,Sales,Unmarried,Black,Female,-7,-1,49,United-States,<=50K
51,Private,56359,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Male,4,-1,40,United-States,<=50K
48,Private,98959,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,-14,0,40,United-States,>50K
55,Private,166514,Assoc-acdm,12,Never-married,Tech-support,Not-in-family,White,Female,-25,0,40,United-States,>50K
69,?,178762,HS-grad,9,Divorced,?,Unmarried,Black,Female,2,0,16,United-States,<=50K
49,Private,45906,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,5,0,59,United-States,<=50K
52,Private,259019,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,-5,-1,40,United-States,<=50K
57,Private,98807,7th-8th,5,Married-civ-spouse,Craft-repair,Husband,White,Male,16,0,40,United-States,>50K
43,Private,342511,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,1,-1,50,United-States,<=50K
37,Private,170072,12th,13,Divorced,Tech-support,Other-relative,Black,Female,-17,-1,40,United-States,<=50K
21,?,55471,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,-22,0,35,?,<=50K
25,Private,106403,9th,15,Never-married,Adm-clerical,Unmarried,Asian-Pac-Islander,Male,16,-1,40,Philippines,<=50K
30,Private,105861,Bachelors,13,Never-married,Handlers-cleaners,Own-child,White,Male,-21,0,40,United-States,<=50K
62,Self-emp-inc,62442,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,14679,0,65,Philippines,>50K
63,?,163156,Some-college,10,Married-civ-spouse,?,Husband,White,Male,-22,0,26,United-States,>50K
47,Self-emp-not-inc,109055,7th-8th,4,Married-civ-spouse,Craft-repair,Husband,White,Male,-4,0,40,Mexico,<=50K
46,Self-emp-not-inc,310509,Some-college,10,Divorced,Adm-clerical,Unmarried,Black,Female,-17,0,40,United-States,<=50K
46,Private,107553,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,12,0,40,United-States,<=50K
21,Private,155168,Some-college,10,Never-married,?,Not-in-family,Black,Female,-26,0,9,United-States,<=50K
39,State-gov,205251,Some-college,10,Divorced,Exec-managerial,Not-in-family,Black,Female,-9,-1,58,United-States,<=50K
57,Self-emp-not-inc,187660,11th,7,Married-civ-spouse,Farming-fishing,Husband,Black,Male,-2,0,63,United-States,<=50K
45,State-gov,112859,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,3,0,30,United-States,<=50K
64,Self-emp-not-inc,24082,Some-college,10,Married-civ-spouse,Other-service,Husband,White,Male,-3,0,66,United-States,>50K
40,Private,138420,Assoc-voc,11,Separated,Sales,Unmarried,White,Male,-23,0,40,United-States,<=50K
19,Private,100022,10th,6,Never-married,Transport-moving,Own-child,White,Male,2337,0,40,United-States,<=50K
18,Private,220677,HS-grad,9,Never-married,Farming-fishing,Own-child,White,Male,-20,-1,22,United-States,<=50K
48,?,267417,7th-8th,4,Widowed,Other-service,Other-relative,White,Male,-54,0,40,Dominican-Republic,<=50K
53,Federal-gov,37256,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,-21,0,36,United-States,<=50K
68,Private,205635,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,-16,0,40,Columbia,<=50K
41,Federal-gov,132044,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7,0,40,United-States,>50K
18,Private,186116,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-13,-1,43,United-States,<=50K
20,?,117412,Doctorate,7,Never-married,?,Not-in-family,White,Female,-14,-1,10,United-States,<=50K
47,Without-pay,201750,Bachelors,13,Never-married,Adm-clerical,Unmarried,White,Female,-2,0,30,United-States,<=50K
27,Private,59609,Bachelors,13,Never-married,Adm-clerical,Husband,White,Male,-12,-1,43,United-States,<=50K
43,Private,192971,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,7658,-1,40,United-States,>50K
45,Self-emp-inc,177360,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,2,-1,40,United-States,<=50K
26,Private,265841,Preschool,2,Never-married,Transport-moving,Not-in-family,White,Male,-11,-1,40,Mexico,<=50K
40,Private,89544,Bachelors,13,Never-married,Tech-support,Unmarried,White,Male,-18,0,50,United-States,>50K
24,Private,234645,Some-college,10,Married-civ-spouse,Prof-specialty,Wife,White,Male,23,0,40,Ecuador,>50K
30,Private,232679,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,10,0,40,United-States,>50K
45,Self-emp-inc,232806,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,2,0,40,United-States,>50K
33,Private,288549,Assoc-acdm,13,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,-12,0,29,South,<=50K
22,Private,150939,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,-2,-1,40,Germany,>50K
26,Private,255441,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Female,-34,0,40,United-States,<=50K
44,Private,129681,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,8,-1,40,South,<=50K
20,Private,707575,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,-26,-1,40,United-States,<=50K
41,Private,107203,Masters,14,Married-spouse-absent,Exec-managerial,Not-in-family,White,Male,-14,1847,64,Iran,<=50K
27,Private,210679,Assoc-acdm,13,Married-AF-spouse,Prof-specialty,Wife,White,Female,-5,0,22,United-States,>50K
54,Self-emp-not-inc,161691,Masters,14,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,69,United-States,<=50K
39,Private,320979,Assoc-voc,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
41,Private,161623,Assoc-acdm,11,Married-civ-spouse,Adm-clerical,Wife,White,Female,-8,0,40,United-States,<=50K
71,Private,319993,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,-16,0,35,United-States,<=50K
20,Private,26803,12th,10,Married-civ-spouse,Craft-repair,Other-relative,White,Male,-6,0,40,United-States,<=50K
43,Self-emp-inc,232394,Prof-school,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,2,0,55,United-States,>50K
46,Private,179684,HS-grad,9,Married-spouse-absent,Adm-clerical,Unmarried,White,Male,-36,1,31,?,<=50K
52,Private,104949,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,27,0,60,England,<=50K
40,Private,88316,Bachelors,4,Separated,Craft-repair,Unmarried,Amer-Indian-Eskimo,Male,-31,1,40,United-States,<=50K
60,Self-emp-not-inc,200884,9th,5,Married-civ-spouse,Other-service,Husband,Black,Male,2541,0,40,?,<=50K
36,Private,98479,Assoc-acdm,10,Divorced,Tech-support,Not-in-family,Black,Male,-45,0,40,United-States,<=50K
25,Private,203252,Assoc-acdm,13,Married-civ-spouse,Other-service,Wife,White,Female,0,-1,40,United-States,<=50K
18,Self-emp-not-inc,166683,HS-grad,9,Never-married,Sales,Own-child,White,Male,-21,-1,7,United-States,<=50K
56,Private,148189,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,-20,0,40,United-States,<=50K
30,Private,210351,Masters,13,Divorced,Prof-specialty,Not-in-family,White,Female,-32,-1,50,United-States,<=50K
40,Private,332835,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,-20,1770,40,United-States,>50K
39,Private,149512,9th,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Female,-16,1,40,Canada,<=50K
58,Self-emp-not-inc,28227,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,-25,0,67,United-States,>50K
42,Self-emp-inc,88318,Doctorate,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,11,0,49,United-States,>50K
56,Private,140311,5th-6th,4,Married-civ-spouse,Craft-repair,Husband,Black,Male,-23,0,40,United-States,<=50K
43,Private,144905,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,-10,0,30,United-States,<=50K
63,Private,256710,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,-2,0,40,United-States,>50K
24,State-gov,277222,Some-college,10,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Female,1,1,40,United-States,<=50K
22,Private,233233,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,-19,0,40,United-States,<=50K
54,?,90082,Bachelors,13,Widowed,Sales,Not-in-family,Amer-Indian-Eskimo,Female,3393,0,30,United-States,<=50K
39,Local-gov,320188,Some-college,10,Never-married,Adm-clerical,Not-in-family,Black,Male,-21,0,40,United-States,<=50K
62,Self-emp-not-inc,209138,11th,4,Married-civ-spouse,Farming-fishing,Husband,White,Male,18,0,53,United-States,<=50K
40,Private,173826,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,-19,1,30,United-States,>50K
41,Private,185456,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,-22,0,40,Guatemala,>50K
65,?,163353,Some-college,10,Never-married,?,Not-in-family,Asian-Pac-Islander,Female,-41,-1,22,United-States,<=50K
17,Private,550439,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,-12,0,24,United-States,<=50K
36,Local-gov,213349,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,-11,0,40,United-States,<=50K
44,Local-gov,22989,Assoc-acdm,13,Married-civ-spouse,Transport-moving,Husband,White,Male,-30,0,40,United-States,<=50K
21,Private,269301,Some-college,10,Never-married,Exec-managerial,Own-child,White,Female,1,-1,40,United-States,<=50K
42,Private,136153,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,-18,0,69,China,<=50K
47,Federal-gov,15489,Doctorate,17,Divorced,Prof-specialty,Husband,White,Male,29,0,44,United-States,>50K
23,Private,27959,Bachelors,13,Never-married,Exec-managerial,Own-child,White,Male,-23,-1,40,United-States,<=50K
42,Private,231332,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,5,0,40,United-States,<=50K
20,Federal-gov,207814,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,-25,1,50,United-States,<=50K
19,Private,298115,12th,8,Never-married,Priv-house-serv,Own-child,White,Female,-28,0,22,United-States,<=50K
29,Federal-gov,390591,Some-college,10,Separated,Other-service,Not-in-family,Black,Male,-30,0,40,United-States,<=50K
29,Private,324007,Some-college,10,Never-married,Exec-managerial,Not-in-family,White,Female,-21,0,6,?,<=50K
47,Private,305386,Masters,14,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,-5,1,40,India,>50K
45,Local-gov,166663,Doctorate,10,Widowed,Prof-specialty,Not-in-family,White,Female,-17,0,19,United-States,<=50K
23,Private,87740,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,-24,0,30,United-States,<=50K
42,Private,292119,HS-grad,11,Married-civ-spouse,Tech-support,Husband,White,Male,-11,1,40,United-States,>50K
29,Private,330149,Some-college,10,Never-married,Sales,Not-in-family,White,Male,-7,0,44,United-States,<=50K
